Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Chile,CHL,..,35.79472351,47.1574173,47.93561172,47.6493454,47.73588562,48.01672745,49.65286255,50.39948273,50.83834457,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,China,CHN,..,21.97528839,53.72208786,55.73525238,57.05029297,58.4154892,60.1810112,58.1014328,56.67334747,56.4164238,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Colombia,COL,..,74.53343964,73.49956512,69.86177826,69.85744476,70.40434265,70.83103943,70.32949066,71.04095459,71.61445618,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Comoros,COM,..,12.96686268,18.26940536,10.93396282,12.25298214,12.12991142,15.69373798,14.21639729,11.06726646,9.26053619,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Congo, Dem. Rep.",COD,..,4.25497961,11.00330448,16.13481903,13.97492123,13.84381485,16.56808472,12.62530518,9.94900703,15.07837772,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Congo, Rep.",COG,..,34.19882965,37.16899872,42.88275146,48.19468307,47.99256516,45.54232788,45.38275528,40.88306808,36.75395584,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Costa Rica,CRI,..,64.92300415,70.19308472,70.68045807,71.00035858,71.02149963,72.70618439,73.32389069,73.50926971,72.39395142,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cote d'Ivoire,CIV,..,14.48770046,13.18704891,16.85137749,19.57717896,20.84157944,24.49520302,25.43627548,28.46020126,28.81280136,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Croatia,HRV,..,85.02520752,81.97130585,82.65220642,85.05267334,84.03981781,83.09547424,82.76351166,82.84589386,83.20935059,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cuba,CUB,..,83.69687653,88.98712158,86.70360565,87.60780334,90.25088501,90.33050537,89.60745239,89.44213104,88.90524292,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cyprus,CYP,..,41.07523727,47.40314865,45.91551971,45.55609512,42.51803207,41.33290482,41.02439499,41.12656403,42.80192184,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Czech Republic,CZE,..,88.70406342,83.6943512,83.54439545,83.40599823,82.57013702,82.23296356,81.87831879,81.74878693,82.70378113,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Denmark,DNK,..,83.10736084,83.61361694,83.97978973,84.26117706,84.18952942,84.18319702,84.12241364,84.02401733,83.88056183,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Djibouti,DJI,..,48.00641632,63.49311447,57.27902222,61.89267731,59.48296738,55.04614258,48.48154449,46.43397522,49.56452942,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Dominica,DMA,..,63.11794662,59.06954575,60.06042862,61.36354828,61.03230667,62.72329712,64.72163391,68.99613953,64.81179047,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Dominican Republic,DOM,..,35.02082062,48.10536194,46.96027374,48.19800186,42.79041672,40.93559265,45.72493744,46.00228119,44.30707932,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ecuador,ECU,..,28.98763466,47.39099884,49.29151154,51.26972198,51.60063934,49.38185883,51.06835938,52.82086563,51.99423599,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Egypt, Arab Rep.",EGY,..,35.18718338,33.84382629,28.70970917,29.26489449,29.54225159,31.24345589,30.86660004,30.97197151,28.73188019,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,El Salvador,SLV,..,44.18252945,59.76947021,59.90980148,62.66585541,62.20404434,64.29987335,64.47001648,63.7456131,63.85112381,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Equatorial Guinea,GNQ,..,14.85848427,26.06539345,41.48818207,22.77645111,21.47529793,19.01643562,22.08557701,19.43483353,19.86546135,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Eritrea,ERI,..,35.59143448,15.68410587,21.82169914,16.22127151,13.33923817,16.67578316,17.26252937,20.99464035,15.57069969,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Estonia,EST,..,76.06137085,74.99227142,76.13853455,75.46357727,75.37684631,75.34111786,75.4183197,73.5071106,73.57420349,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Eswatini,SWZ,..,52.30070877,42.63955688,43.646492,44.58774567,37.75821304,41.75714874,41.72721863,50.74531937,32.87068558,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ethiopia,ETH,..,41.22661972,8.52936554,23.49620438,26.98538589,17.72079086,25.25154305,24.99847794,24.93995667,23.36828232,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Fiji,FJI,..,76.84042358,60.13278961,58.61300659,58.48069,61.334198,63.11802673,63.90228271,66.230896,68.30952454,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Finland,FIN,..,75.72886658,79.16613007,79.80426788,79.46150208,79.55601501,78.56343079,77.83335114,78.01247406,78.55683899,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,France,FRA,..,72.7290802,70.23535919,70.31851196,70.46586609,70.5585022,72.39619446,72.62880707,73.30458832,73.37121582,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Gabon,GAB,..,36.6162796,61.99216843,61.25045013,64.17147064,59.88135529,58.90986252,64.69580841,63.28516006,58.59864807,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Gambia, The",GMB,..,8.80671978,23.34851074,27.71661377,27.69123077,29.52407837,31.43109131,38.10180283,31.75782585,30.59451294,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Georgia,GEO,..,11.40939617,17.48286057,19.44317627,23.55811882,27.60162735,35.56967163,36.6402626,37.21465302,39.46149826,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Germany,DEU,..,78.20436859,75.40738678,75.42950439,76.41641235,77.01322174,76.95429993,77.26000977,77.71173096,77.68405914,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ghana,GHA,..,25.84501839,49.92419815,47.38494873,40.55618668,35.07660675,35.0822258,38.35555267,32.65136719,38.89300919,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Greece,GRC,..,61.6264267,65.7029953,63.60472488,61.02732468,56.98850632,56.86277008,52.12170029,52.10676956,51.93396378,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Grenada,GRD,..,34.71628189,41.62673187,40.99620438,40.49074173,43.84893417,41.6405983,39.76137161,41.06264114,38.19665527,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guatemala,GTM,..,35.44107819,33.43029022,33.36420059,38.37311935,38.00521469,37.93196106,37.68684769,35.84476852,36.00881577,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guinea,GIN,..,6.34795284,13.46775627,14.67796898,14.11770439,12.77202225,7.39020252,12.29850578,16.72113609,16.44005966,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guinea-Bissau,GNB,..,50.82573318,8.51771736,10.02633667,8.96797752,7.4978323,7.65105772,7.57941628,8.66263294,9.1616993,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guyana,GUY,..,56.76405334,46.98839188,49.51336288,50.3081398,54.90673065,58.76025391,63.00772476,65.18152618,61.87242889,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Haiti,HTI,..,21.8201313,7.13250399,8.22239304,11.5827713,10.36076069,11.05177689,11.0194788,11.78406811,11.98007584,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Honduras,HND,..,48.22546768,44.28755569,39.08074951,41.21319962,40.34410095,39.39133453,39.97731018,40.59086609,40.25920105,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Hungary,HUN,..,68.84632111,66.21702576,64.84033203,66.20976257,66.72171021,67.78528595,67.71108246,68.67481995,69.10057831,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Iceland,ISL,..,80.57292938,80.05615234,79.93396759,80.24269867,80.49941254,80.82249451,81.51008606,81.86466217,82.37180328,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,India,IND,..,20.68014336,28.87308502,27.98947906,23.07121849,23.66404152,25.64012718,26.83841324,27.13165283,26.95349503,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Indonesia,IDN,..,28.79972076,27.08188057,30.03822899,31.29010582,34.52715302,41.10298157,45.84150696,46.50973892,49.32933044,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Iran, Islamic Rep.",IRN,..,37.70975113,33.35728836,34.30973434,38.49140549,50.37258148,52.08297348,50.6100769,51.24730301,45.92754745,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Iraq,IRQ,..,..,74.8347702,37.5022583,40.65943527,37.09842682,23.23992157,21.22065544,41.86053467,48.13146591,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ireland,IRL,..,77.51496124,72.34369659,72.07444,71.18556213,71.01605225,72.03952789,72.44274139,72.78598785,73.89122009,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Israel,ISR,..,63.10084915,62.58883667,62.60700989,63.4185791,63.13245392,63.41681671,63.46100998,63.84824371,64.70411682,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Italy,ITA,..,72.63814545,77.01278687,75.8768158,75.7585144,75.42493439,74.43541718,74.40103149,73.73537445,73.88835907,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Jamaica,JAM,..,56.46753311,59.11744308,56.95797729,59.99071121,59.26104355,63.27166748,63.52197647,66.08901978,64.93937683,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Japan,JPN,..,80.43053436,83.74062347,83.93068695,84.26091003,84.11785889,84.08298492,84.03720856,84.21469116,84.08919525,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Jordan,JOR,..,44.98270035,67.44730377,64.40774536,61.5516243,64.47507477,53.54001617,48.52394867,44.80053711,49.1771698,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kazakhstan,KAZ,..,50.94763565,70.7985611,68.14987946,69.36115265,71.71561432,63.14421844,59.61541367,62.00507736,60.83681107,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kenya,KEN,..,28.59481812,30.86547279,32.40784454,33.68307114,37.40696716,40.38045883,42.80955124,42.64933395,42.13712692,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kiribati,KIR,..,96.68035889,94.71844482,88.80542755,82.19873047,82.82766724,85.21582794,79.54342651,75.67411041,76.3974762,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Korea, Rep.",KOR,..,50.32753754,58.56443787,57.66638565,57.83752823,57.3246727,57.35556412,57.52185059,57.9135704,58.45679474,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kuwait,KWT,..,75.94502258,86.16352081,85.00797272,84.5732193,85.94594574,84.10404968,82.76663208,87.32064056,88.0426178,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kyrgyz Republic,KGZ,..,48.35355377,51.96281815,49.60250473,48.20622635,37.36301804,37.92853165,38.94332886,37.95225143,42.83333588,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lao PDR,LAO,..,28.8425827,18.86988068,21.03191948,29.69613647,29.7475071,35.209095,32.4010582,35.18819809,38.69595718,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Latvia,LVA,..,50.75323105,63.49742889,60.3478241,60.01409149,59.67239761,58.67530823,55.84833145,57.16550827,59.7159729,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lebanon,LBN,..,29.8194313,43.80325699,50.20128632,49.679245,50.04687881,49.71137619,50.70173645,51.51302338,50.02145767,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lesotho,LSO,..,50.24645996,56.78231049,59.90257263,58.5684166,67.32712555,64.71569061,64.83467865,62.92030334,58.06245041,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Liberia,LBR,..,18.26556587,16.05599594,9.97237778,4.15393734,8.96798229,11.35404778,14.13078785,17.20305634,25.15842819,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Libya,LBY,..,48.70888901,63.29393387,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lithuania,LTU,..,67.25762177,70.33172607,66.61579895,65.59049225,66.57397461,66.08770752,65.75756836,65.1569519,65.86558533,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Luxembourg,LUX,..,83.24607849,84.32241058,83.63431549,83.86051178,84.26283264,84.50591278,84.4362793,84.78168488,84.92115021,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Madagascar,MDG,..,40.34644318,37.78938675,39.43417358,36.13243484,40.35391998,40.59447479,46.10860062,46.89955521,35.73168182,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Malawi,MWI,..,42.6456337,21.6523304,15.88224602,18.02148628,22.73353958,28.64990234,28.04558182,30.6460228,28.87964821,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Malaysia,MYS,..,46.40903091,52.8372879,53.45288467,53.74512482,54.47322083,53.3106041,51.23987198,51.8584671,51.18119812,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Maldives,MDV,..,33.1465416,46.41235352,48.53014374,52.8479805,62.01890182,72.10314178,72.22909546,71.45578003,70.62261963,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mali,MLI,..,23.58909416,15.04984474,11.02199745,20.56299591,19.89782524,22.35896111,32.03073883,30.31098175,28.21977425,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Malta,MLT,..,71.7948761,64.44444275,65.64019012,67.55554962,61.61486053,60.83223343,63.0282402,62.89700317,63.47780991,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Marshall Islands,MHL,..,50.71351624,39.34228516,40.89173126,43.8637352,39.38068008,38.02620316,40.01041794,38.58596039,43.45761108,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mauritania,MRT,..,13.89355087,30.30716515,33.88728333,37.75722885,36.1193161,38.62218857,38.92499161,37.87757874,35.87792969,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mauritius,MUS,..,53.52764893,41.1276741,44.44336319,41.80387115,45.07291031,41.67557526,44.11245728,42.90718079,43.14720917,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mexico,MEX,..,45.21740723,51.3264122,51.59181976,52.76314163,53.24549866,53.08388901,52.39226913,51.51245499,50.0715065,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Micronesia, Fed. Sts.",FSM,..,22.51299095,23.17686462,20.96425056,22.79586983,28.46776199,25.80774117,26.48985291,25.87769318,26.32298851,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Moldova,MDA,..,48.95383835,46.66718292,48.52949142,46.7003479,49.34556198,45.53878403,48.79284286,50.61460876,56.52601624,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Monaco,MCO,..,80.03048706,81.16088867,81.30674744,81.12626648,81.00774384,80.88720703,85.53688049,85.82003021,85.71703339,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mongolia,MNG,..,74.27997589,59.44941711,60.75428772,55.60426712,56.62594604,56.37314224,59.33837891,61.68830872,58.68032455,..,..
